evidence_id	claim_group_id	claim	claim_value	entity	timeframe	source_id	source_url	source_type	access_date	excerpt_or_observation	evidence_grade	supports	counter_evidence	verification_status	confidence	independent_source_count	source_independence	reviewer_status	review_notes
EC-R10-10	trademark-authorization-gap	现有已审计公开材料不能确定 getgiffgaff 是否参加 Spread giffgaff 或 Super Recruiter Programme、是否使用 giffgaff 向计划参与者提供的素材，或是否另有书面的名称、品牌或标识授权	authorization-and-program-status-unresolved	getgiffgaff and giffgaff	2026-07-17	SRC-R10-GIFFGAFF-TERMS	https://www.giffgaff.com/boiler-plate/terms	official_policy	2026-07-17	同一官方页面包含多套不同作用域的条款：Pioneers 专用条款 6.2 不授予名称/商号/品牌/logo 许可；Spread giffgaff 7.13-7.14 规定该参与/Payback 分发场景的推广和权利边界；Super Recruiters 7.28-7.31 则向符合条件的 Participants 授予仅限招募且针对官方提供素材的受限许可。本页未提供把 getgiffgaff 与任一计划、官方提供素材或另行书面授权相联系的记录。	weak	inference	未公开或未提交的计划账户、书面许可、品牌包发放记录或其他事实可能存在；缺少这些材料不能证明没有授权、违反条款或侵权。	unverified	low	1	independent	pending	Independent review corrected a material scope error: standard mobile clause 6.2 concerns Plan duration, while the no-licence clause 6.2 belongs to the separate Pioneers terms. Spread giffgaff 7.13-7.14 and Super Recruiters 7.28-7.31 have different programme-specific effects. Keep pending until getgiffgaff-specific programme/licence evidence and qualified review are supplied; missing evidence proves neither absence nor infringement.
EC-R10-11	giffgaff-program-ip-scope	当前官方条款页面对 Pioneers、Spread giffgaff 和 Super Recruiters 分别设置不同的知识产权或推广作用域；Super Recruiters 条款包含仅向符合条件参与者、仅针对官方提供素材且仅为招募用途的受限许可	distinct-program-specific-ip-boundaries	giffgaff participation programmes	2026-07-17	SRC-R10-GIFFGAFF-TERMS	https://www.giffgaff.com/boiler-plate/terms	official_policy	2026-07-17	标准移动条款 6.2 只规定 Plan 月周期；另附的 Pioneers 条款 6.2 否认该计划条款授予名称/商号/品牌/logo 许可；Spread giffgaff 7.13-7.14 规定该参与/Payback 分发场景的推广和权利边界；Super Recruiters 7.28-7.31 对 Participants 使用官方提供素材给出受 7.29、用途、形式和书面指示约束的有限许可。	strong	fact	这些条款不识别 getgiffgaff 的参与者身份、Participant Website 状态、素材来源、个别授权、合规或侵权状态。	single_source	high	1	independent	accepted	Independently re-read the current official page and accepted only the named document/programme structure and express licence conditions. No getgiffgaff-specific authorization, breach, infringement, legality or enforceability conclusion is inferred.
EC-R11-01	crawler-openai-search	OpenAI 将 OAI-SearchBot 定义为 ChatGPT 搜索 crawler，并允许与 GPTBot 独立配置	oai-searchbot-search	OpenAI	2026-07-17	SRC-R11-OPENAI	https://developers.openai.com/api/docs/bots	official_documentation	2026-07-17	HTTP 200；文档称 OAI-SearchBot 用于在 ChatGPT 搜索结果中展示网站，并明确各 robots 设置彼此独立	strong	fact	允许 crawler 不能证明抓取、收录、排序、展示或引用发生	single_source	high	1	independent	accepted	Curator independently rechecked the cited current official or local source on 2026-07-17 and accepted only this bounded claim with its stated counter-evidence; no ranking, citation, authorization, rich-result, production-deployment or commerce outcome is inferred.
EC-R11-02	crawler-openai-training	OpenAI 将 GPTBot 定义为可能用于生成式基础模型训练的 crawler	gptbot-training	OpenAI	2026-07-17	SRC-R11-OPENAI	https://developers.openai.com/api/docs/bots	official_documentation	2026-07-17	文档称 GPTBot 抓取内容可能用于训练生成式基础模型，Disallow 表示内容不应被用于该训练	strong	fact	robots 是发布者信号而非访问控制；该文档不证明历史训练数据被删除	single_source	high	1	independent	accepted	Curator independently rechecked the cited current official or local source on 2026-07-17 and accepted only this bounded claim with its stated counter-evidence; no ranking, citation, authorization, rich-result, production-deployment or commerce outcome is inferred.
EC-R11-03	crawler-openai-user	ChatGPT-User 用于用户触发访问，不用于自动爬网或决定 Search，robots.txt 可能不适用	chatgpt-user-user-triggered	OpenAI	2026-07-17	SRC-R11-OPENAI	https://developers.openai.com/api/docs/bots	official_documentation	2026-07-17	文档明确 ChatGPT-User 由用户或 Custom GPT 行为触发，不用于自动 crawl，也不决定是否进入 Search；用户触发时 robots 规则可能不适用	strong	fact	本站 Allow 只能表达意图，不能作为认证、授权或安全边界	single_source	high	1	independent	accepted	Curator independently rechecked the cited current official or local source on 2026-07-17 and accepted only this bounded claim with its stated counter-evidence; no ranking, citation, authorization, rich-result, production-deployment or commerce outcome is inferred.
EC-R11-04	crawler-anthropic-training	Anthropic 将 ClaudeBot 定义为收集可能用于模型训练的公开网页内容	claudebot-training	Anthropic	2026-07-17	SRC-R11-ANTHROPIC	https://support.claude.com/en/articles/8896518-does-anthropic-crawl-data-from-the-web-and-how-can-site-owners-block-the-crawler	official_documentation	2026-07-17	HTTP 200；当前文档列出 ClaudeBot、Claude-User、Claude-SearchBot 三个 bot，并把 ClaudeBot 对应潜在训练用途	strong	fact	文档只描述当前 bot 政策，不证明所有 Anthropic 数据来源或历史数据处置	single_source	high	1	independent	accepted	Curator independently rechecked the cited current official or local source on 2026-07-17 and accepted only this bounded claim with its stated counter-evidence; no ranking, citation, authorization, rich-result, production-deployment or commerce outcome is inferred.
EC-R11-05	crawler-anthropic-user	Anthropic 将 Claude-User 定义为用户请求触发的网页访问 agent	claude-user-user-triggered	Anthropic	2026-07-17	SRC-R11-ANTHROPIC	https://support.claude.com/en/articles/8896518-does-anthropic-crawl-data-from-the-web-and-how-can-site-owners-block-the-crawler	official_documentation	2026-07-17	文档称 Claude-User 支持用户请求；禁用会阻止按用户查询取回内容并可能降低用户定向 web search 可见性	strong	fact	允许不保证实际访问、引用或答案质量，也不是敏感内容保护措施	single_source	high	1	independent	accepted	Curator independently rechecked the cited current official or local source on 2026-07-17 and accepted only this bounded claim with its stated counter-evidence; no ranking, citation, authorization, rich-result, production-deployment or commerce outcome is inferred.
EC-R11-06	crawler-anthropic-search	Anthropic 将 Claude-SearchBot 定义为用于改善搜索结果相关性与准确性的 crawler	claude-searchbot-search	Anthropic	2026-07-17	SRC-R11-ANTHROPIC	https://support.claude.com/en/articles/8896518-does-anthropic-crawl-data-from-the-web-and-how-can-site-owners-block-the-crawler	official_documentation	2026-07-17	文档称 Claude-SearchBot 导航网页以改善搜索结果质量，禁用可能降低其搜索结果中的可见性与准确性	strong	fact	允许 crawler 不等于已经被索引或被 Claude 输出引用	single_source	high	1	independent	accepted	Curator independently rechecked the cited current official or local source on 2026-07-17 and accepted only this bounded claim with its stated counter-evidence; no ranking, citation, authorization, rich-result, production-deployment or commerce outcome is inferred.
EC-R11-07	crawler-perplexity-search	Perplexity 将 PerplexityBot 定义为搜索结果 crawler，并称不用于基础模型训练	perplexitybot-search-not-training	Perplexity	2026-07-17	SRC-R11-PERPLEXITY	https://docs.perplexity.ai/docs/resources/perplexity-crawlers	official_documentation	2026-07-17	HTTP 200；官方表格说明 PerplexityBot 用于呈现并链接网站，且不用于抓取基础模型训练内容	strong	fact	这一描述不能外推到 Perplexity 的所有数据供应商、合作搜索索引或未来政策	single_source	high	1	independent	accepted	Curator independently rechecked the cited current official or local source on 2026-07-17 and accepted only this bounded claim with its stated counter-evidence; no ranking, citation, authorization, rich-result, production-deployment or commerce outcome is inferred.
EC-R11-08	crawler-perplexity-user	Perplexity-User 用于用户请求，通常忽略 robots.txt，且不用于自动 crawl 或基础模型训练	perplexity-user-user-triggered	Perplexity	2026-07-17	SRC-R11-PERPLEXITY	https://docs.perplexity.ai/docs/resources/perplexity-crawlers	official_documentation	2026-07-17	官方文档称 Perplexity-User 支持用户行为、可访问网页并附链接；通常忽略 robots，且不用于 web crawl 或基础模型训练	strong	fact	本站 robots Allow 不是可靠访问控制或身份验证，仍需 WAF/IP 规则和敏感数据保护	single_source	high	1	independent	accepted	Curator independently rechecked the cited current official or local source on 2026-07-17 and accepted only this bounded claim with its stated counter-evidence; no ranking, citation, authorization, rich-result, production-deployment or commerce outcome is inferred.
EC-R11-09	crawler-google-policy	Google-Extended 是无独立 HTTP UA 的控制 token，同时影响未来 Gemini 训练与部分 Search grounding，但不影响 Google Search 收录或排名	google-extended-training-and-grounding	Google	2026-07-17	SRC-R11-GOOGLE-COMMON	https://developers.google.com/crawling/docs/crawlers-fetchers/google-common-crawlers	official_documentation	2026-07-17	HTTP 200；Google 明示 Google-Extended 没有独立请求 UA，控制训练与 grounding，且不影响 Search inclusion 或 ranking	strong	fact	当前没有一个公开 Google token 能表达“拒绝相同范围训练但允许相同范围 grounding”；本站 Disallow 是业务取舍	single_source	high	1	independent	accepted	Curator independently rechecked the cited current official or local source on 2026-07-17 and accepted only this bounded claim with its stated counter-evidence; no ranking, citation, authorization, rich-result, production-deployment or commerce outcome is inferred.
EC-R11-10	crawler-bing-verification	Bing 的标准 crawler token 是 bingbot，UA 可伪造，官方要求结合验证工具或 DNS 方法核验来源	bingbot-standard-and-verification	Microsoft Bing	2026-07-17	SRC-R11-BING	https://www.bing.com/webmasters/help/which-crawlers-does-bing-use-8c184ec0	official_documentation	2026-07-17	HTTP 200；官方页列出 bingbot/2.0 UA，并明确 UA 容易伪造，建议 Verify Bingbot 或其他验证方法	strong	fact	仅写 User-agent: Bingbot 和 Allow 不能证明请求真实来自 Bing，也不能证明索引状态	single_source	high	1	independent	accepted	Curator independently rechecked the cited current official or local source on 2026-07-17 and accepted only this bounded claim with its stated counter-evidence; no ranking, citation, authorization, rich-result, production-deployment or commerce outcome is inferred.
EC-R12-01	llms-proposal-format	llms.txt 是社区提案；唯一必需部分是一个 H1，H2 分区和带标题说明的 Markdown 链接是建议结构	proposal-h1-required-sections-optional	llms.txt proposal	2026-07-17	SRC-R12-SPEC	https://llmstxt.org/index.md	community_specification	2026-07-17	HTTP 200 text/markdown；规范列出 H1 为唯一 required section，后续摘要、说明、H2 file lists 为可选结构	strong	fact	社区提案不等于 IETF、W3C 或任何搜索/AI 平台正式标准	single_source	high	1	independent	accepted	Curator independently rechecked the cited current official or local source on 2026-07-17 and accepted only this bounded claim with its stated counter-evidence; no ranking, citation, authorization, rich-result, production-deployment or commerce outcome is inferred.
EC-R12-02	llms-proposal-purpose	Answer.AI 于 2024-09-03 提出 llms.txt，定位为推理时组织网站上下文的可解析入口	proposal-inference-context	Answer.AI	2024-09-03 to 2026-07-17	SRC-R12-ANSWERAI	https://www.answer.ai/posts/2024-09-03-llmstxt.html	primary_proposal	2026-07-17	HTTP 200；Jeremy Howard 原文称其为 proposal，用链接帮助模型在组装 prompt context 时找到相关信息	strong	fact	提出者的设计目标不证明第三方模型、crawler 或搜索引擎实际消费该文件	single_source	high	1	independent	accepted	Curator independently rechecked the cited current official or local source on 2026-07-17 and accepted only this bounded claim with its stated counter-evidence; no ranking, citation, authorization, rich-result, production-deployment or commerce outcome is inferred.
EC-R12-03	llms-context-files	提案仓库示例生成的是 llms-ctx.txt 与 llms-ctx-full.txt；根路径 llms-full.txt 不是基础提案的必需文件	ctx-files-not-required-root-full	AnswerDotAI llms-txt	2026-07-17	SRC-R12-GITHUB	https://github.com/AnswerDotAI/llms-txt	public_repository	2026-07-17	GitHub 当前 README/规范说明 FastHTML 示例由 llms_txt2ctx 生成 llms-ctx.txt 和 llms-ctx-full.txt；基础格式只要求 H1	strong	fact	其他发布平台可另行约定 /llms-full.txt；不应把未要求误写成禁止存在	single_source	high	1	independent	accepted	Curator independently rechecked the cited current official or local source on 2026-07-17 and accepted only this bounded claim with its stated counter-evidence; no ranking, citation, authorization, rich-result, production-deployment or commerce outcome is inferred.
EC-R12-04	llms-adoption-signal	Mintlify 当前自动发布 llms.txt 与 llms-full.txt，证明文档工具采用但不证明回答平台消费	publisher-tool-adoption	Mintlify	2026-07-17	SRC-R12-MINTLIFY	https://www.mintlify.com/docs/ai/llmstxt	official_vendor_documentation	2026-07-17	HTTP 200；Mintlify 文档说明自动托管两个文件、认证站点仅列公开页面，并可用自定义文件覆盖	strong	fact	发布工具的营销表述和生成行为不能证明 ChatGPT、Claude 或任意搜索系统读取任意第三方站点文件	single_source	high	1	independent	accepted	Curator independently rechecked the cited current official or local source on 2026-07-17 and accepted only this bounded claim with its stated counter-evidence; no ranking, citation, authorization, rich-result, production-deployment or commerce outcome is inferred.
EC-R12-05	llms-platform-commitment	OpenAI 当前 crawler 文档只承诺通过 OAI-SearchBot、GPTBot、ChatGPT-User 与 robots/IP 管理用途，未在该文档承诺读取 llms.txt	no-openai-llms-commitment-in-bots-doc	OpenAI	2026-07-17	SRC-R11-OPENAI	https://developers.openai.com/api/docs/bots	official_documentation	2026-07-17	当前官方页面逐项描述三个 agent、robots token 与 IP JSON；页面检索未出现 llms.txt 消费承诺	medium	fact	单页未提及不能证明 OpenAI 所有产品永远不会读取；该结论只限当前这份官方 crawler 文档	single_source	medium	1	independent	accepted	Curator independently rechecked the cited current official or local source on 2026-07-17 and accepted only this bounded claim with its stated counter-evidence; no ranking, citation, authorization, rich-result, production-deployment or commerce outcome is inferred.
EC-R12-06	llms-platform-commitment	Anthropic 当前 crawler 文档通过三个 bot、robots 与 bots.json 描述访问控制，未在该文档承诺读取 llms.txt	no-anthropic-llms-commitment-in-crawler-doc	Anthropic	2026-07-17	SRC-R11-ANTHROPIC	https://support.claude.com/en/articles/8896518-does-anthropic-crawl-data-from-the-web-and-how-can-site-owners-block-the-crawler	official_documentation	2026-07-17	当前官方页描述 ClaudeBot、Claude-User、Claude-SearchBot、robots 和 bots.json；页面检索未出现 llms.txt 消费承诺	medium	fact	单页未提及不是全面否定；Claude Code 或其他代理可能按用户指令访问文件	single_source	medium	1	independent	accepted	Curator independently rechecked the cited current official or local source on 2026-07-17 and accepted only this bounded claim with its stated counter-evidence; no ranking, citation, authorization, rich-result, production-deployment or commerce outcome is inferred.
EC-R12-07	llms-google-effect	Google Search 明确称不需要 llms.txt，Google Search 不使用它，维护该文件不会改善或损害 Search 可见性或排名	google-search-ignores-llms-txt	Google Search	2026-07-17	SRC-R12-GOOGLE-AI	https://developers.google.com/search/docs/fundamentals/ai-optimization-guide	official_documentation	2026-07-17	HTTP 200；指南明确 LLMS.txt 对 Google Search（含生成式能力）的 visibility/rankings neither harm nor help，Google Search ignores them	strong	fact	该结论限于 Google Search，不应外推为所有 AI agent、开发工具或其他平台均忽略	single_source	high	1	independent	accepted	Curator independently rechecked the cited current official or local source on 2026-07-17 and accepted only this bounded claim with its stated counter-evidence; no ranking, citation, authorization, rich-result, production-deployment or commerce outcome is inferred.
EC-R12-08	llms-production-state	生产 llms.txt 当前是一个 H1、一个身份摘要和 39 条裸 URL，无 H2 分区；llms-full.txt 返回 410	production-flat-39-url-index	getgiffgaff production	2026-07-17	SRC-R12-PROD-LLMS	https://getgiffgaff.com/llms.txt	official_site_observation	2026-07-17	HTTP 200 text/plain，X-Robots-Tag=noindex, follow, noarchive；正文含 39 个以“- https://”开头的裸 URL；/llms-full.txt 当前 410	strong	fact	这是生产快照；当前工作树的生成逻辑已变化，不能把裸 URL 结构描述为本地待部署版本	single_source	high	1	independent	accepted	Curator independently rechecked the cited current official or local source on 2026-07-17 and accepted only this bounded claim with its stated counter-evidence; no ranking, citation, authorization, rich-result, production-deployment or commerce outcome is inferred.
EC-R12-09	llms-local-state	本地当前生成逻辑已改为按任务 H2 策展 39 个可索引 URL，并明确不保证 AI 检索或引用	local-curated-39-url-index	getgiffgaff local build	2026-07-17	SRC-R12-LOCAL-LLMS	repo://scripts/build-release-artifact.mjs	repository	2026-07-17	curatedLlmsText 强制每个 PUBLIC_INDEXABLE_PATH 恰好出现一次，生成身份/事实边界与多个 H2 标题链接；当前 .release/llms.txt 与逻辑一致	strong	fact	本地实现尚未部署；格式改善不构成平台消费、排名、索引或引用证据	single_source	high	1	independent	accepted	Curator independently rechecked the cited current official or local source on 2026-07-17 and accepted only this bounded claim with its stated counter-evidence; no ranking, citation, authorization, rich-result, production-deployment or commerce outcome is inferred.
EC-R13-01	google-vs-schema	Schema.org vocabulary validity does not by itself establish eligibility for a Google rich result	google-docs-definitive_for_google_behavior	Google Search structured data	2026-07-17	SRC-R13-GOOGLE-INTRO	https://developers.google.com/search/docs/appearance/structured-data/intro-structured-data	official	2026-07-17	Google says Search Central documentation is definitive for Google Search behavior and required properties must be present for enhanced display eligibility	strong	fact	Valid markup can still be useful to other services and does not guarantee any Google display	single_source	high	1	independent	accepted	Curator independently rechecked the cited current official or local source on 2026-07-17 and accepted only this bounded claim with its stated counter-evidence; no ranking, citation, authorization, rich-result, production-deployment or commerce outcome is inferred.
EC-R13-02	article-requirements	Google Article currently has no required properties and recommends applicable author date headline and representative image fields	no_required_properties_recommended_fields	getgiffgaff Article pages	2026-07-17	SRC-R13-GOOGLE-ARTICLE	https://developers.google.com/search/docs/appearance/structured-data/article	official	2026-07-17	Current Article guide says there are no required properties and lists author dateModified datePublished headline and image as recommended	strong	fact	No required properties does not mean every sparse Article will receive enhanced presentation	single_source	high	1	independent	accepted	Curator independently rechecked the cited current official or local source on 2026-07-17 and accepted only this bounded claim with its stated counter-evidence; no ranking, citation, authorization, rich-result, production-deployment or commerce outcome is inferred.
EC-R13-03	article-current-graph	The current local release has two parseable Article nodes with Organization author dateModified and a real 1400 by 1000 PNG ImageObject but no unverified datePublished	local_articles_have_real_image_no_invented_publish_date	/guides/7-arrival-checklist/ and /guides/8-uk-sim-choice/	local release 2026-07-17	SRC-R13-LOCAL-RELEASE	file:.release/guides/7-arrival-checklist/index.html	local_artifact	2026-07-17	Both local Article nodes reference getgiffgaff Organization and https://getgiffgaff.com/gg-card-hero.png width 1400 height 1000; datePublished is absent	strong	fact	Production copies fetched on 2026-07-17 still have no Article image and no datePublished; the image improvement is not yet a production fact	single_source	high	1	independent	accepted	Curator independently rechecked the cited local source on 2026-07-17; the production counter-observation is not a separate 20-field card, so cross-source conflict is not claimed. No ranking, citation, rich-result or production-deployment outcome is inferred.
EC-R13-04	author-truthfulness	Organization is a Google-supported Article author type and an unverified Person biography should not be invented	organization_author_supported	getgiffgaff Article author	2026-07-17	SRC-R13-GOOGLE-ARTICLE	https://developers.google.com/search/docs/appearance/structured-data/article#author-bp	official	2026-07-17	Google lists Person or Organization for author and instructs publishers to use the appropriate type and real identifying fields	strong	fact	A real author URL or sameAs can aid identification if substantiated; none should be fabricated	single_source	high	1	independent	accepted	Curator independently rechecked the cited current official or local source on 2026-07-17 and accepted only this bounded claim with its stated counter-evidence; no ranking, citation, authorization, rich-result, production-deployment or commerce outcome is inferred.
EC-R13-05	software-rich-result	Google SoftwareApplication rich-result eligibility requires name offers.price and either aggregateRating or review	software_required_offer_and_rating_or_review	Google Software App rich result	2026-07-17	SRC-R13-GOOGLE-SOFTWARE	https://developers.google.com/search/docs/appearance/structured-data/software-app	official	2026-07-17	Current guide lists name and offers.price as required and requires aggregateRating or review; a free app uses an Offer price of zero	strong	fact	Required fields must be truthful and complete; supplying invented commercial or review data would violate evidence boundaries	single_source	high	1	independent	accepted	Curator independently rechecked the cited current official or local source on 2026-07-17 and accepted only this bounded claim with its stated counter-evidence; no ranking, citation, authorization, rich-result, production-deployment or commerce outcome is inferred.
EC-R13-06	webapplication-semantics	The current local WebApplication nodes are conservative semantic descriptions and do not claim Google Software App rich-result eligibility	semantic_webapplication_no_commerce_claim	four local WebApplication pages	local release 2026-07-17	SRC-R13-LOCAL-RELEASE	file:.release/tools/keep-number-reminder/index.html	local_artifact	2026-07-17	Each WebApplication has UtilitiesApplication Any and isAccessibleForFree true and none has offers price aggregateRating or review	strong	fact	Because required Google Software App fields are absent these nodes are not eligible evidence for that rich result; the schema type alone is insufficient	single_source	high	1	independent	accepted	Curator independently rechecked the cited local source on 2026-07-17; the Google field-rule context is not a second card in this claim group, so corroboration is not claimed. No ranking, citation, rich-result or commerce outcome is inferred.
EC-R13-07	breadcrumb-validation	All 12 current local growth pages have parseable BreadcrumbList nodes with at least two sequential ListItems including name position and absolute item URL	12_of_12_breadcrumbs_structurally_complete	current local growth release	local release 2026-07-17	SRC-R13-LOCAL-RELEASE	file:.release/	local_artifact	2026-07-17	Automated extraction counted 12 of 12 BreadcrumbList nodes structurally complete; guide pages have three items and other pages have two or three	strong	fact	Structural completeness does not prove a breadcrumb rich result and Google currently shows breadcrumbs on desktop rather than mobile	single_source	high	1	independent	accepted	Curator independently rechecked the cited current official or local source on 2026-07-17 and accepted only this bounded claim with its stated counter-evidence; no ranking, citation, authorization, rich-result, production-deployment or commerce outcome is inferred.
EC-R13-08	organization-markup	Google Organization markup has no required properties and recommends using truthful applicable identity fields rather than exhaustive invented details	truthful_minimal_organization	getgiffgaff Organization node	2026-07-17	SRC-R13-GOOGLE-ORG	https://developers.google.com/search/docs/appearance/structured-data/organization	official	2026-07-17	Google Organization guidance states there are no required properties and recommends placing applicable organization information on the home or organization page	strong	fact	Current minimal name URL and stable id do not verify legalName address telephone trademark ownership or authorization	single_source	high	1	independent	accepted	Curator independently rechecked the cited current official or local source on 2026-07-17 and accepted only this bounded claim with its stated counter-evidence; no ranking, citation, authorization, rich-result, production-deployment or commerce outcome is inferred.
EC-R13-09	faq-rich-result	Google removed FAQ rich-result documentation in June 2026 because the feature is no longer shown in Google Search	faq_rich_result_removed	Google Search FAQ rich result	2026-07-17	SRC-R13-GOOGLE-UPDATES	https://developers.google.com/search/updates	official	2026-07-17	June 12 2026 changelog states FAQ rich-result documentation was removed because the feature is no longer shown; May 2026 recorded deprecation	strong	fact	FAQ content can still help users but adding FAQPage must not be represented as a current Google rich-result opportunity	single_source	high	1	independent	accepted	Curator independently rechecked the cited current official or local source on 2026-07-17 and accepted only this bounded claim with its stated counter-evidence; no ranking, citation, authorization, rich-result, production-deployment or commerce outcome is inferred.
EC-R14-01	passage-answer-first	All five indexable local growth pages expose a direct-answer passage in initial HTML and an immediately adjacent evidence label	5_of_5_answer_first_with_evidence_label	five indexable growth pages	local release 2026-07-17	SRC-R14-LOCAL-RELEASE	file:.release/	local_artifact	2026-07-17	Automated extraction found direct answers plus data-answer-evidence values mixed official or method on all five pages	strong	fact	Production also has direct answers and inline source blocks but serves older answer text; local wording is not yet production truth	single_source	high	1	independent	accepted	Curator independently rechecked the cited current official or local source on 2026-07-17 and accepted only this bounded claim with its stated counter-evidence; no ranking, citation, authorization, rich-result, production-deployment or commerce outcome is inferred.
EC-R14-02	passage-citations	Four evidence-dependent direct answers in the local release have adjacent official links while the G0 G2 cash method passage explicitly identifies itself as a site formula	adjacent_attribution_by_claim_type	five indexable growth pages	local release 2026-07-17	SRC-R14-LOCAL-RELEASE	file:.release/	local_artifact	2026-07-17	Adjacent blocks contain 4 3 1 and 2 official links for arrival choice keep-number and roaming; total-cost has zero links and says it is a site method that proves no commerce fact	strong	fact	An adjacent source list does not independently establish that every sentence is supported; curator must map each claim to source text	single_source	high	1	independent	accepted	Curator independently rechecked the cited current official or local source on 2026-07-17 and accepted only this bounded claim with its stated counter-evidence; no ranking, citation, authorization, rich-result, production-deployment or commerce outcome is inferred.
EC-R14-03	passage-structure	The five indexable local pages use explicit headings lists tables or formula sections that make key answers separable without client-side rendering	server_visible_segmented_content	five indexable growth pages	local release 2026-07-17	SRC-R14-LOCAL-RELEASE	file:.release/	local_artifact	2026-07-17	Raw local HTML includes H1 direct answer table of contents H2 sections and source ledger; both guides contain tables or ordered lists and tools include method or boundary sections	strong	fact	No public AI platform citation or retrieval test was authorized; structural extractability is not proof of citation	single_source	medium	1	independent	accepted	Curator independently rechecked the cited current official or local source on 2026-07-17 and accepted only this bounded claim with its stated counter-evidence; no ranking, citation, authorization, rich-result, production-deployment or commerce outcome is inferred.
EC-R14-04	passage-freshness	All five local indexable pages show reviewed date 2026-07-17; the roaming tool additionally exposes an explicit 2026-08-15 expiry and fail-closed boundary	review_date_all_expiry_dynamic_rate	five indexable growth pages	local release 2026-07-17	SRC-R14-LOCAL-RELEASE	file:.release/	local_artifact	2026-07-17	Growth metadata and source cards display 2026-07-17; roaming deck status and method display 2026-08-15 and state numeric output closes after expiry	strong	fact	Other dynamic claims do not all expose a separate expiry date; a review date alone cannot prove continuing correctness	single_source	high	1	independent	accepted	Curator independently rechecked the cited current official or local source on 2026-07-17 and accepted only this bounded claim with its stated counter-evidence; no ranking, citation, authorization, rich-result, production-deployment or commerce outcome is inferred.
EC-R14-05	passage-formulas	The local roaming and G0 G2 pages now state auditable formulas in their direct answers and methods but the keep-number page does not state its month-end UTC algorithm in visible page copy	formula_2_visible_keep_number_algorithm_partial	three indexable calculators	local release 2026-07-17	SRC-R14-LOCAL-RELEASE	file:.release/tools/china-roaming-cost/index.html	local_artifact	2026-07-17	Roaming states rates and call rounding; cash tool states its addition formula and currency separation; keep-number visible copy states month five and six but not UTC or end-of-month clamping	strong	fact	The keep-number implementation itself uses UTC and clamps to the last valid day; that behavior remains less passage-citable than the other two formulas	single_source	medium	1	independent	accepted	Curator independently rechecked the cited current official or local source on 2026-07-17 and accepted only this bounded claim with its stated counter-evidence; no ranking, citation, authorization, rich-result, production-deployment or commerce outcome is inferred.
EC-R14-06	passage-boundaries	All five local indexable pages state material uncertainty or non-guarantee boundaries near the answer or method	visible_method_and_risk_boundaries	five indexable growth pages	local release 2026-07-17	SRC-R14-LOCAL-RELEASE	file:.release/	local_artifact	2026-07-17	Examples include no OTP guarantee no signal guarantee no permanent-number guarantee actual bill governs and no inference about stock payment activation or account control	strong	fact	Clear disclaimers do not replace missing commerce evidence or prove policy compliance outside the audited pages	single_source	high	1	independent	accepted	Curator independently rechecked the cited current official or local source on 2026-07-17 and accepted only this bounded claim with its stated counter-evidence; no ranking, citation, authorization, rich-result, production-deployment or commerce outcome is inferred.
EC-R15-01	growth-index-policy	The current local registry declares five growth pages indexable and three evidence-gated research or tool previews noindex	5_index_3_evidence_gated_noindex	original growth-page cohort	local registry 2026-07-17	SRC-R15-LOCAL-REGISTRY	file:site/growth/content-registry.js	local_artifact	2026-07-17	Five original guides and tools have indexPolicy index; eSIM compatibility China network SMS and OTP status remain noindex	strong	fact	Four newly added noindex policy-status pages expand the registry to 12 pages but are outside the original five-plus-three R15 cohort	single_source	high	1	independent	accepted	Curator independently rechecked the cited current official or local source on 2026-07-17 and accepted only this bounded claim with its stated counter-evidence; no ranking, citation, authorization, rich-result, production-deployment or commerce outcome is inferred.
EC-R15-02	arrival-evidence	The local arrival checklist now places official activation credit network and SMS links next to relevant steps and avoids claiming OTP delivery	adjacent_sources_no_otp_guarantee	/guides/7-arrival-checklist/	local release 2026-07-17	SRC-R15-LOCAL-RELEASE	file:.release/guides/7-arrival-checklist/index.html	local_artifact	2026-07-17	Seven-step section links current official activation credit troubleshooting and SMS policy pages with review dates and says ordinary SMS does not imply OTP delivery	strong	fact	The page still cannot verify any actual G0 G2 batch state account control balance SKU order or support outcome	single_source	high	1	independent	accepted	Curator independently rechecked the cited current official or local source on 2026-07-17 and accepted only this bounded claim with its stated counter-evidence; no ranking, citation, authorization, rich-result, production-deployment or commerce outcome is inferred.
EC-R15-03	choice-evidence	The local UK SIM choice page now places official Ofcom coverage eSIM and ordering evidence next to its decision passages	adjacent_official_choice_evidence	/guides/8-uk-sim-choice/	local release 2026-07-17	SRC-R15-LOCAL-RELEASE	file:.release/guides/8-uk-sim-choice/index.html	local_artifact	2026-07-17	Direct answer cites terms Ofcom and eSIM; body links official ordering and SMS policy and explicitly rejects guaranteed China signal or OTP	strong	fact	The page is not a comprehensive current UK-network comparison and cannot establish a best-SIM ranking	single_source	high	1	independent	accepted	Curator independently rechecked the cited current official or local source on 2026-07-17 and accepted only this bounded claim with its stated counter-evidence; no ranking, citation, authorization, rich-result, production-deployment or commerce outcome is inferred.
